,character,freq,meaning,on,kun,nanori
240,箇,,['counter for articles'],"['カ', 'コ']",[],[]
241,花,578,['flower'],"['カ', 'ケ']",['はな'],['わ']
242,苛,,"['torment', 'scold', 'chastise']",['カ'],"['いじ.める', 'さいな.む', 'いらだ.つ', 'からい', 'こまかい']",[]
243,茄,,['eggplant'],['カ'],[],"['な', 'か', 'なす']"
244,荷,1230,"['baggage', 'shoulder-pole load', 'bear (a burden)', 'shoulder (a gun)', 'load', 'cargo', 'freight']",['カ'],['に'],"['はす', 'り']"
245,華,1085,"['splendor', 'flower', 'petal', 'shine', 'luster', 'ostentatious', 'showy', 'gay', 'gorgeous']","['カ', 'ケ']",['はな'],['わ']
246,菓,1719,"['candy', 'cakes', 'fruit']",['カ'],[],[]
247,蝦,2501,"['shrimp', 'prawn', 'lobster']","['カ', 'ゲ']",['えび'],['えみ']
248,課,455,"['chapter', 'lesson', 'section', 'department', 'division', 'counter for chapters (of a book)']",['カ'],[],[]
249,嘩,,['noisy'],"['カ', 'ケ']",['かまびす.しい'],[]
250,貨,822,"['freight', 'goods', 'property']",['カ'],['たから'],[]
251,迦,2160,['(used phonetically)'],"['カ', 'ケ']",[],[]
252,過,285,"['overdo', 'exceed', 'go beyond', 'error']",['カ'],"['す.ぎる', '-す.ぎる', '-す.ぎ', 'す.ごす', 'あやま.つ', 'あやま.ち', 'よ.ぎる']",[]
253,霞,1603,"['be hazy', 'grow dim', 'blurred']","['カ', 'ゲ']","['かすみ', 'かす.む']",[]
254,蚊,2121,['mosquito'],['ブン'],['か'],[]
255,俄,,"['sudden', 'abrupt', 'improvised']",['ガ'],['にわか'],[]
256,峨,2234,['high mountain'],['ガ'],['けわ.しい'],[]
257,我,829,"['ego', 'I', 'selfish', 'our', 'oneself']",['ガ'],"['われ', 'わ', 'わ.が-', 'わが-']","['あ', 'あが', 'か']"
258,牙,2067,"['tusk', 'fang', 'tusk radical (no. 92)']","['ガ', 'ゲ']","['きば', 'は']",[]
259,画,199,"['brush-stroke', 'picture']","['ガ', 'カク', 'エ', 'カイ']","['えが.く', 'かく.する', 'かぎ.る', 'はかりごと', 'はか.る']",[]
260,臥,,"['bend down', 'bow', 'lie prostrate']",['ガ'],"['ふせ.る', 'ふ.せる', 'ふ.す']",[]
261,芽,1691,"['bud', 'sprout', 'spear', 'germ']",['ガ'],['め'],"['じ', 'めぐ']"
262,蛾,,['moth'],"['ギ', 'ガ']",['ひむし'],[]
263,賀,1056,"['congratulations', 'joy']",['ガ'],[],"['か', 'のり', 'よし', 'より']"
264,雅,1192,"['gracious', 'elegant', 'graceful', 'refined']",['ガ'],['みや.び'],"['う', 'お', 'か', 'ただし', 'のり', 'まさ', 'まさし', 'よし']"
265,餓,1754,"['starve', 'hungry', 'thirst']",['ガ'],['う.える'],[]
266,駕,,"['vehicle', 'palanquin', 'litter', 'hitch up an animal']","['カ', 'ガ']","['かご', 'が.する', 'しのぐ', 'のる']",[]
267,介,617,"['jammed in', 'shellfish', 'mediate', 'concern oneself with']",['カイ'],[],"['すけ', 'ゆき']"
268,会,4,"['meeting', 'meet', 'party', 'association', 'interview', 'join']","['カイ', 'エ']","['あ.う', 'あ.わせる', 'あつ.まる']","['あい', 'い']"
269,解,176,"['unravel', 'notes', 'key', 'explanation', 'understanding', 'untie', 'undo', 'solve', 'answer', 'cancel', 'absolve', 'explain', 'minute']","['カイ', 'ゲ']","['と.く', 'と.かす', 'と.ける', 'ほど.く', 'ほど.ける', 'わか.る', 'さと.る']","['さとる', 'とけ']"
270,回,50,"['-times', 'round', 'game', 'revolve', 'counter for occurrences']","['カイ', 'エ']","['まわ.る', '-まわ.る', '-まわ.り', 'まわ.す', '-まわ.す', 'まわ.し-', '-まわ.し', 'もとお.る', 'か.える']",[]
271,塊,1800,"['clod', 'lump', 'chunk', 'clot', 'mass']","['カイ', 'ケ']","['かたまり', 'つちくれ']",[]
272,壊,727,"['demolition', 'break', 'destroy']","['カイ', 'エ']","['こわ.す', 'こわ.れる', 'やぶ.る']",[]
273,廻,,"['round', 'game', 'revolve', 'go around', 'circumference']","['カイ', 'エ']","['まわ.る', 'まわ.す', 'もとお.る', 'めぐ.る', 'めぐ.らす']","['ざこ', 'じゃく']"
274,快,1074,"['cheerful', 'pleasant', 'agreeable', 'comfortable']",['カイ'],['こころよ.い'],['よし']
275,怪,1634,"['suspicious', 'mystery', 'apparition']","['カイ', 'ケ']","['あや.しい', 'あや.しむ']",[]
276,悔,1460,"['repent', 'regret']",['カイ'],"['く.いる', 'く.やむ', 'くや.しい']",[]
277,恢,,"['wide', 'large', 'enlarge']","['カイ', 'ケ']",['ひろ.い'],[]
278,懐,1493,"['pocket', 'feelings', 'heart', 'yearn', 'miss someone', 'become attached to', 'bosom', 'breast']","['カイ', 'エ']","['ふところ', 'なつ.かしい', 'なつ.かしむ', 'なつ.く', 'なつ.ける', 'なず.ける', 'いだ.く', 'おも.う']",['かね']
279,戒,1062,['commandment'],['カイ'],['いまし.める'],[]
280,拐,1498,"['kidnap', 'falsify']",['カイ'],[],[]
281,改,147,"['reformation', 'change', 'modify', 'mend', 'renew', 'examine', 'inspect', 'search']",['カイ'],"['あらた.める', 'あらた.まる']",[]
282,魁,2108,['charging ahead of others'],['カイ'],"['さきがけ', 'かしら']",[]
283,晦,,"['dark', 'disappear']",['カイ'],"['つごもり', 'くら.い', 'みそか', 'くら.む']",['もり']
284,械,1321,"['contraption', 'fetter', 'machine', 'instrument']",['カイ'],['かせ'],[]
285,海,200,"['sea', 'ocean']",['カイ'],['うみ'],"['あ', 'あま', 'うな', 'うん', 'え', 'か', 'た', 'ひろ', 'ひろし', 'ぶ', 'まち', 'まま', 'み', 'め', 'わたる']"
286,灰,1717,"['ashes', 'puckery juice', 'cremate']",['カイ'],['はい'],[]
287,界,158,"['world', 'boundary']",['カイ'],[],[]
288,皆,1267,"['all', 'everything']",['カイ'],"['みな', 'みんな']",['むな']
289,絵,895,"['picture', 'drawing', 'painting', 'sketch']","['カイ', 'エ']",[],[]
290,芥,1929,"['mustard', 'rape', 'dust', 'trash', 'rubbish']","['カイ', 'ケ']","['からし', 'ごみ', 'あくた']",[]
291,蟹,2417,['crab'],['カイ'],['かに'],[]
292,開,59,"['open', 'unfold', 'unseal']",['カイ'],"['ひら.く', 'ひら.き', '-びら.き', 'ひら.ける', 'あ.く', 'あ.ける']","['はる', 'か', 'ひらき']"
293,階,513,"['storey', 'stair', 'counter for storeys of a building']",['カイ'],['きざはし'],"['しな', 'と', 'はし']"
294,貝,1787,['shellfish'],['バイ'],['かい'],[]
295,凱,2293,['victory song'],"['ガイ', 'カイ']","['かちどき', 'やわらぐ']",[]
296,劾,2085,"['censure', 'criminal investigation']",['ガイ'],[],[]
297,外,81,['outside'],"['ガイ', 'ゲ']","['そと', 'ほか', 'はず.す', 'はず.れる', 'と-']","['うい', 'け', 'ふか']"
298,咳,,"['cough', 'clear throat']","['カイ', 'ガイ']","['せ.く', 'しわぶ.く', 'せき', 'しわぶき']",[]
299,害,358,"['harm', 'injury']",['ガイ'],[],[]
300,崖,,"['cliff', 'bluff', 'precipice']","['ガイ', 'ゲ', 'ギ']","['がけ', 'きし', 'はて']",[]
301,慨,1875,"['rue', 'be sad', 'sigh', 'lament']",['ガイ'],[],[]
302,概,1335,"['outline', 'condition', 'approximation', 'generally']",['ガイ'],['おおむ.ね'],[]
303,涯,1525,"['horizon', 'shore', 'limit', 'bound']",['ガイ'],['はて'],[]
304,碍,,['obstacle'],"['ガイ', 'ゲ']",['さまた.げる'],[]
305,蓋,2388,"['cover', 'lid', 'flap']","['ガイ', 'カイ', 'コウ']","['ふた', 'けだ.し', 'おお.う', 'かさ', 'かこう']",[]
306,街,891,"['boulevard', 'street', 'town']","['ガイ', 'カイ']",['まち'],['また']
307,該,1648,"['above-stated', 'the said', 'that specific']",['ガイ'],[],[]
308,鎧,,"['put on armor', 'arm oneself']","['カイ', 'ガイ']","['よろ.う', 'よろい']",[]
309,骸,,"['bone', 'body', 'corpse']","['ガイ', 'カイ']",['むくろ'],[]
310,浬,,"['knot', 'nautical mile']",['リ'],"['かいり', 'のっと']",[]
311,馨,2164,"['fragrant', 'balmy', 'favourable']","['ケイ', 'キョウ']","['かお.る', 'かおり']","['か', 'かおる', 'きよ', 'よし', 'かほる']"
312,蛙,,['frog'],"['ア', 'ワ']","['かえる', 'かわず']",[]
313,垣,1539,"['hedge', 'fence', 'wall']",['エン'],['かき'],['がい']
314,柿,1745,['persimmon'],['シ'],['かき'],[]
315,蛎,,['oyster'],['レイ'],['かき'],[]
316,鈎,,"['hook', 'barb', 'gaff', 'brackets']","['コウ', 'ク']",['かぎ'],[]
317,劃,,['divide'],['カク'],"['わ.かつ', 'かぎ.る']",[]
318,嚇,2141,"['menacing', 'dignity', 'majesty', 'threaten']",['カク'],['おど.す'],[]
319,各,243,"['each', 'every', 'either']",['カク'],['おのおの'],"['かか', 'かが']"
320,廓,,"['enclosure', 'quarter', 'red-light district']",['カク'],"['くるわ', 'とりで']",[]
321,拡,611,"['broaden', 'extend', 'expand', 'enlarge']","['カク', 'コウ']","['ひろ.がる', 'ひろ.げる', 'ひろ.める']",[]
322,撹,,"['disturb', 'throw into confusion']","['カク', 'コウ']",['みだ.す'],[]
323,格,281,"['status', 'rank', 'capacity', 'character', 'case (law, grammar)']","['カク', 'コウ', 'キャク', 'ゴウ']",[],"['いたる', 'のり']"
324,核,475,"['nucleus', 'core', 'kernel']",['カク'],[],[]
325,殻,1892,"['husk', 'nut shell']","['カク', 'コク', 'バイ']","['から', 'がら']",[]
326,獲,964,"['seize', 'get', 'find', 'earn', 'acquire', 'can', 'may', 'able to']",['カク'],['え.る'],[]
327,確,252,"['assurance', 'firm', 'tight', 'hard', 'solid', 'confirm', 'clear', 'evident']","['カク', 'コウ']","['たし.か', 'たし.かめる']",[]
328,穫,1642,"['harvest', 'reap']",['カク'],[],[]
329,覚,710,"['memorize', 'learn', 'remember', 'awake', 'sober up']",['カク'],"['おぼ.える', 'さ.ます', 'さ.める', 'さと.る']",[]
330,角,805,"['angle', 'corner', 'square', 'horn', 'antlers']",['カク'],"['かど', 'つの']","['い', 'す', 'すみ', 'ずみ', 'ふさ']"
331,赫,,"['suddenly', 'brighten', 'illuminate', 'light up']",['カク'],"['あかい', 'あか', 'かがや.く']",[]
332,較,1172,"['contrast', 'compare']","['カク', 'コウ']",['くら.べる'],[]
333,郭,1670,"['enclosure', 'quarters', 'fortification', 'red-light district']",['カク'],['くるわ'],['ひろ']
334,閣,444,"['tower', 'tall building', 'palace']",['カク'],[],[]
335,隔,1382,"['isolate', 'alternate', 'distance', 'separate', 'gulf']",['カク'],"['へだ.てる', 'へだ.たる']",[]
336,革,249,"['leather', 'skin', 'reform', 'become serious']",['カク'],['かわ'],[]
337,学,63,"['study', 'learning', 'science']",['ガク'],['まな.ぶ'],"['たか', 'のり']"
338,岳,1334,"['point', 'peak', 'mountain']",['ガク'],['たけ'],"['おか', 'たか', 'たけん']"
339,楽,373,"['music', 'comfort', 'ease']","['ガク', 'ラク', 'ゴウ']","['たの.しい', 'たの.しむ', 'この.む']","['さ', 'た', 'やす', 'ら']"
340,額,407,"['forehead', 'tablet', 'plaque', 'framed picture', 'sum', 'amount', 'volume']",['ガク'],['ひたい'],['ぬか']
341,顎,,"['jaw', 'chin', 'gill']",['ガク'],"['あご', 'あぎと']",[]
342,掛,1027,"['hang', 'suspend', 'depend', 'arrive at', 'tax', 'pour']","['カイ', 'ケイ']","['か.ける', '-か.ける', 'か.け', '-か.け', '-が.け', 'か.かる', '-か.かる', '-が.かる', 'か.かり', '-が.かり', 'かかり', '-がかり']",['かけ']
343,笠,1499,"['bamboo hat', ""one's influence""]",['リュウ'],['かさ'],[]
344,樫,2297,"['evergreen oak', '(kokuji)']",[],['かし'],[]
345,橿,2198,['oak'],['キョウ'],"['かし', 'もちのき']",[]
346,梶,1355,['sculling oar'],['ビ'],"['かじ', 'こずえ']",[]
347,鰍,,['bullhead'],"['シュウ', 'シュ']","['かじか', 'いなだ', 'どじょう']",[]
348,潟,1204,['lagoon'],['セキ'],"['かた', '-がた']",['がら']
349,割,318,"['proportion', 'comparatively', 'divide', 'cut', 'separate', 'split']",['カツ'],"['わ.る', 'わり', 'わ.り', 'わ.れる', 'さ.く']",[]
350,喝,1858,"['hoarse', 'scold']",['カツ'],[],[]
351,恰,,"['just as', 'as though', 'fortunately']","['コウ', 'カッ', 'チョウ', 'キョウ']",['あたか.も'],[]
352,括,1026,"['fasten', 'tie up', 'arrest', 'constrict']",['カツ'],['くく.る'],[]
353,活,171,"['lively', 'resuscitation', 'being helped', 'living']",['カツ'],"['い.きる', 'い.かす', 'い.ける']",[]
354,渇,1944,"['thirst', 'dry up', 'parch']",['カツ'],['かわ.く'],[]
355,滑,1238,"['slippery', 'slide', 'slip', 'flunk']","['カツ', 'コツ']","['すべ.る', 'なめ.らか']","['かり', 'なめり']"
356,葛,1547,"['arrowroot', 'kudzu']","['カツ', 'カチ']","['つづら', 'くず']","['か', 'かず', 'かずら', 'かっ', 'かつら']"
357,褐,2186,"['brown', 'woollen kimono']",['カツ'],[],[]
358,轄,1771,"['control', 'wedge']",['カツ'],['くさび'],[]
359,且,,"['moreover', 'also', 'furthermore']","['ショ', 'ソ', 'ショウ']",['か.つ'],"['あき', 'かつ']"
360,鰹,,['bonito'],['ケン'],['かつお'],[]
361,叶,2312,"['grant', 'answer']",['キョウ'],"['かな.える', 'かな.う']","['かの', 'かのう']"
362,椛,,"['autumn foliage', 'birch', 'maple', '(kokuji)']",[],"['かば', 'もみじ']",[]
363,樺,1982,"['birch', 'dark red']",['カ'],"['かば', 'かんば']","['から', 'かも', 'かん']"
364,鞄,,"['suitcase', 'bag', 'briefcase']","['ハク', 'ホウ', 'ビョウ']",['かばん'],[]
365,株,432,"['stocks', 'stump', 'shares', 'stock', 'counter for small plants']",['シュ'],['かぶ'],[]
366,兜,2034,"['helmet', 'head piece']","['トウ', 'ト']",['かぶと'],[]
367,竃,,"['kitchen stove', 'furnace', 'oven', 'hearth']",['ソウ'],"['かまど', 'かま', 'へっつい']",[]
368,蒲,1887,"['bullrush', 'flag', 'cattail']","['ホ', 'ボ', 'フ', 'ブ']","['がま', 'かば', 'かま']",[]
369,釜,1761,"['kettle', 'cauldron', 'iron pot']",['フ'],['かま'],[]
370,鎌,1587,"['sickle', 'scythe', 'trick']","['レン', 'ケン']",['かま'],"['かた', 'かね']"
371,噛,2399,"['chew', 'bite', 'gnaw']","['コウ', 'ゴウ']","['か.む', 'か.じる']",[]
372,鴨,1797,"['wild duck', 'easy mark']",['オウ'],"['かも', 'あひる']",[]
373,栢,,['oak'],"['ハク', 'ヒャク']",['かしわ'],['かや']
374,茅,1895,['miscanthus reed'],"['ボウ', 'ミョウ']","['かや', 'ちがや']","['ち', 'じ']"
375,萱,2217,['miscanthus reed'],['ケン'],"['かや', 'かんぞう']",['か']
376,粥,2280,['rice gruel'],"['イク', 'シュク', 'ジュク']","['かゆ', 'かい', 'ひさ.ぐ']",[]
377,刈,1738,"['reap', 'cut', 'clip', 'trim', 'prune']","['ガイ', 'カイ']",['か.る'],"['かっ', 'かり']"
378,苅,2178,['cutting (grass)'],"['ガイ', 'カイ']",['か.る'],"['かり', 'かる', 'かん']"
379,瓦,1850,"['tile', 'gram']",['ガ'],"['かわら', 'ぐらむ']",[]
380,乾,1453,"['drought', 'dry', 'dessicate', 'drink up', 'heaven', 'emperor']","['カン', 'ケン']","['かわ.く', 'かわ.かす', 'ほ.す', 'ひ.る', 'いぬい']",[]
381,侃,,"['strong', 'just', 'righteous', 'peace-loving']",['カン'],['つよ.い'],"['あきら', 'ただし']"
382,冠,1503,"['crown', 'best', 'peerless']",['カン'],['かんむり'],"['か', 'かっぷ', 'まさる']"
383,寒,1456,['cold'],['カン'],['さむ.い'],"['さ', 'さん']"
384,刊,855,"['publish', 'carve', 'engrave']",['カン'],[],[]
385,勘,1494,"['intuition', 'perception', 'check', 'compare', 'sixth sense']",['カン'],[],"['か', 'さとる']"
386,勧,1068,"['persuade', 'recommend', 'advise', 'encourage', 'offer']","['カン', 'ケン']",['すす.める'],[]
387,巻,944,"['scroll', 'volume', 'book', 'part', 'roll up', 'wind up', 'tie', 'coil', 'counter for texts (or book scrolls)']","['カン', 'ケン']","['ま.く', 'まき', 'ま.き']",[]
388,喚,1120,"['yell', 'cry', 'call', 'scream', 'summon']",['カン'],['わめ.く'],[]
389,堪,1953,"['withstand', 'endure', 'support', 'resist']","['カン', 'タン']","['た.える', 'たま.る', 'こら.える', 'こた.える']",[]
390,姦,,"['wicked', 'mischief', 'seduce', 'rape', 'noisy']","['カン', 'ケン']","['かん.する', 'かしま.しい', 'みだら']",[]
391,完,595,"['perfect', 'completion', 'end']",['カン'],[],[]
392,官,230,"['bureaucrat', 'the government', 'organ']",['カン'],[],[]
393,寛,1377,"['tolerant', 'leniency', 'generosity', 'relax', 'feel at home', 'be at ease', 'broadminded']",['カン'],"['くつろ.ぐ', 'ひろ.い', 'ゆる.やか']","['とも', 'のぶ', 'のり', 'ひろし', 'ひろん', 'ゆた', 'ゆたか']"
394,干,1349,"['dry', 'parch', 'ebb', 'recede', 'interfere', 'intercede']",['カン'],"['ほ.す', 'ほ.し-', '-ぼ.し', 'ひ.る']",['ほし']
395,幹,364,['tree trunk'],['カン'],['みき'],"['つよし', 'まさ', 'もと', 'えだ', 'き', 'くる', 'たかし', 'つね', 'とも', 'み', 'もとき', 'よし', 'より']"
396,患,796,"['afflicted', 'disease', 'suffer from', 'be ill']",['カン'],['わずら.う'],['くろ']
397,感,233,"['emotion', 'feeling', 'sensation']",['カン'],[],[]
398,慣,1177,"['accustomed', 'get used to', 'become experienced']",['カン'],"['な.れる', 'な.らす']",[]
399,憾,1682,"['remorse', 'regret', 'be sorry']",['カン'],['うら.む'],[]
400,換,687,"['interchange', 'period', 'change', 'convert', 'replace', 'renew']",['カン'],"['か.える', '-か.える', 'か.わる']",[]
401,敢,1859,"['daring', 'brave', 'bold', 'sad', 'tragic', 'pitiful']",['カン'],"['あ.えて', 'あ.えない', 'あ.えず']",[]
402,柑,,"['citrus', 'orange']","['コン', 'カン']",[],[]
403,桓,,['marking post'],['カン'],[],[]
404,棺,2161,"['coffin', 'casket']",['カン'],[],[]
405,款,1854,"['goodwill', 'article', 'section', 'friendship', 'collusion']",['カン'],[],['まさ']
406,歓,1065,"['delight', 'joy']",['カン'],['よろこ.ぶ'],['ぶ']
407,汗,1502,"['sweat', 'perspire']",['カン'],['あせ'],[]
408,漢,1487,"['Sino-', 'China']",['カン'],[],['はん']
409,澗,,"['valley river', '10**36']","['カン', 'ケン']","['たに', 'たにみず']",['ま']
410,潅,,"['pour into', 'irrigate', 'shed (tears', 'flow into', 'concentrate on']",['カン'],['そそ.ぐ'],[]
411,環,409,"['ring', 'circle', 'link', 'wheel']",['カン'],['わ'],"['たま', 'たまき']"
412,甘,1248,"['sweet', 'coax', 'pamper', 'be content', 'sugary']",['カン'],"['あま.い', 'あま.える', 'あま.やかす', 'うま.い']",['かも']
413,監,408,"['oversee', 'official', 'govt office', 'rule', 'administer']",['カン'],[],['けん']
414,看,1060,"['watch over', 'see']",['カン'],['み.る'],[]
415,竿,2416,"['pole', 'rod', 'scale beam', 'violin neck']",['カン'],['さお'],[]
416,管,517,"['pipe', 'tube', 'wind instrument', 'drunken talk', 'control', 'jurisdiction']",['カン'],['くだ'],['すが']
417,簡,983,"['simplicity', 'brevity']","['カン', 'ケン']","['えら.ぶ', 'ふだ']",[]
418,緩,933,"['slacken', 'loosen', 'relax', 'lessen', 'be moderate', 'ease']",['カン'],"['ゆる.い', 'ゆる.やか', 'ゆる.む', 'ゆる.める']",['ひろ']
419,缶,1543,"['tin can', 'container', 'jar radical (no. 121)']",['カン'],['かま'],"['ふ', 'べ']"
420,翰,,"['letter', 'writing brush']",['カン'],"['はね', 'ふで', 'やまどり', 'ふみ']",[]
